store,storeName,storeBusinessName,address,city,State,zip,storeURL,phone,proPhone,proFax,latitude,Longitude
1682,Missoula Lowe's,"LOWE'S OF MISSOULA, MT",3100 North Reserve St,Missoula,MT,59808,http://www.lowes.com/store/MT-Missoula/1682,(406) 329-1800,(406) 329-1828,(406) 329-1803,46.89288103,-114.0373052
1683,Venice Lowe's,"LOWE'S OF VENICE, FL",1745 Tamiami Trail South,Venice,FL,34293,http://www.lowes.com/store/FL-Venice/1683,(941) 525-1000,(941) 525-1028,(941) 525-1003,27.07073605,-82.42109051
1684,Slidell Lowe's,"LOWE'S OF SLIDELL, LA",39184 Natchez Dr,Slidell,LA,70461,http://www.lowes.com/store/LA-Slidell/1684,(985) 645-2660,(985) 645-2688,(985) 645-2663,30.28003577,-89.7473227
1685,Lady Lake Lowe's,"LOWE'S OF LADY LAKE, FL",13705 U.S. 441,Lady Lake,FL,32159,http://www.lowes.com/store/FL-Lady-Lake/1685,(352) 259-6500,(352) 259-6528,(352) 259-6503,28.95686591,-81.9584422
1687,Latrobe Lowe's,"LOWE'S OF LATROBE, PA",200 Colony Ln,Latrobe,PA,15650,http://www.lowes.com/store/PA-Latrobe/1687,(724) 532-8360,(724) 532-8388,(724) 532-8363,40.28327741,-79.38107871
1688,Coralville Lowe's,"LOWE'S OF CORALVILLE, IA",2701 2nd St,Coralville,IA,52241,http://www.lowes.com/store/IA-Coralville/1688,(319) 545-8300,(319) 545-8328,(319) 545-8303,41.69059306,-91.61088468
1689,Clinton Lowe's,"LOWE'S OF CLINTON, NC",911 Sunset Ave,Clinton,NC,28328,http://www.lowes.com/store/NC-Clinton/1689,(910) 337-0000,(910) 337-0028,(910) 337-0003,34.99264659,-78.33797643
1690,Bend Lowe's,"LOWE'S OF BEND, OR",20501 Cooley Rd,Bend,OR,97701,http://www.lowes.com/store/OR-Bend/1690,(541) 693-2560,(541) 693-2588,(541) 693-2563,44.10804821,-121.2992063
1691,W. Jacksonville Lowe's,"LOWE'S OF W. JACKSONVILLE, FL",5155 Lenox Ave,Jacksonville,FL,32205,http://www.lowes.com/store/FL-Jacksonville/1691,(904) 486-1260,(904) 486-1288,(904) 486-1263,30.31574322,-81.73380982
1692,Lebanon Lowe's,"LOWE'S OF LEBANON, TN",634 South Cumberland St,Lebanon,TN,37087,http://www.lowes.com/store/TN-Lebanon/1692,(615) 547-7236,(615) 547-7264,(615) 547-7239,36.19114928,-86.2973764
1693,Mcminnville Lowe's,"LOWE'S OF MCMINNVILLE, OR",1250 S.W. Booth Bend Rd,Mcminnville,OR,97128,http://www.lowes.com/store/OR-Mcminnville/1693,(503) 435-3370,(503) 435-3398,(503) 435-3373,45.19143103,-123.2123464
1695,Sioux City Lowe's,"LOWE'S OF SIOUX CITY, IA",5758 Sunnybrook Dr,Sioux City,IA,51106,http://www.lowes.com/store/IA-Sioux-City/1695,(712) 389-9007,(712) 389-9035,(712) 389-9016,42.45039996,-96.33083808
1696,Wooster Lowe's,"LOWE'S OF WOOSTER, OH",3788 Burbank Rd,Wooster,OH,44691,http://www.lowes.com/store/OH-Wooster/1696,(330) 287-2261,(330) 287-2289,(330) 287-2264,40.84456396,-81.94806549
1698,Covington Lowe's,"LOWE'S OF COVINGTON, LA",1280 North Highway 190,Covington,LA,70433,http://www.lowes.com/store/LA-Covington/1698,(985) 635-3001,(985) 635-3029,(985) 635-3004,30.44756965,-90.07931136
1699,N.E. Jacksonville Lowe's,"LOWE'S OF N.E. JACKSONVILLE, FL",12945 Atlantic Blvd,Jacksonville,FL,32225,http://www.lowes.com/store/FL-Jacksonville/1699,(904) 486-4701,(904) 486-4729,(904) 486-4704,30.32148279,-81.46819007
1700,N. Fontana Lowe's,"LOWE'S OF N. FONTANA, CA",16851 Sierra Lakes Pkwy,Fontana,CA,92336,http://www.lowes.com/store/CA-Fontana/1700,(909) 350-7900,(909) 350-7928,(909) 350-7903,34.13799033,-117.4379458
1701,Largo Lowe's,"LOWE'S OF LARGO, FL",11101 Ulmerton Rd,Largo,FL,33778,http://www.lowes.com/store/FL-Largo/1701,(727) 588-1200,(727) 588-1228,(727) 588-1203,27.89555254,-82.7932722
1702,Pharr Lowe's,"LOWE'S OF PHARR, TX",707 South Jackson Rd,Pharr,TX,78577,http://www.lowes.com/store/TX-Pharr/1702,(956) 783-7570,(956) 783-7598,(956) 783-7573,26.19117815,-98.20288927
1703,W. Spring Valley Lowe's,"LOWE'S OF W. SPRING VALLEY, NV",5050 South Fort Apache Rd,Las Vegas,NV,89148,http://www.lowes.com/store/NV-Las-Vegas/1703,(702) 248-1700,(702) 248-1728,(702) 248-1703,36.09704552,-115.2944946
1704,Union City Lowe's,"LOWE'S OF UNION CITY, TN",800 West Reelfoot Ave,Union City,TN,38261,http://www.lowes.com/store/TN-Union-City/1704,(731) 886-4541,(731) 886-4569,(731) 886-4544,36.41403551,-89.06748529
1705,Conway Lowe's,"LOWE'S OF CONWAY, SC",2301 Highway 501 East,Conway,SC,29526,http://www.lowes.com/store/SC-Conway/1705,(843) 234-6033,(843) 234-6061,(843) 234-6036,33.79249186,-78.99656285
1706,Lodi Lowe's,"LOWE'S OF LODI, CA",1389 S. Lower Sacramento Rd,Lodi,CA,95242,http://www.lowes.com/store/CA-Lodi/1706,(209) 339-2600,(209) 339-2628,(209) 339-2603,38.11719866,-121.309137
1707,Marana Lowe's,"LOWE'S OF MARANA, AZ",4075 West Ina Rd,Tucson,AZ,85741,http://www.lowes.com/store/AZ-Tucson/1707,(520) 572-7300,(520) 572-7328,(520) 572-7303,32.33644299,-111.051647
1708,S. Bakersfield Lowe's,"LOWE'S OF S. BAKERSFIELD, CA",6200 Colony St,Bakersfield,CA,93307,http://www.lowes.com/store/CA-Bakersfield/1708,(661) 699-1000,(661) 699-1028,(661) 699-1003,35.29823274,-119.0270483
1709,Bay Shore Lowe's,"LOWE'S OF BAY SHORE, NY",800 Sunrise Highway,Bay Shore,NY,11706,http://www.lowes.com/store/NY-Bay-Shore/1709,(631) 954-9001,(631) 954-9029,(631) 954-9003,40.72712805,-73.2811539
1710,Carlisle Lowe's,"LOWE'S OF CARLISLE, PA",850 East High St,Carlisle,PA,17013,http://www.lowes.com/store/PA-Carlisle/1710,(717) 258-7700,(717) 258-7728,(717) 258-7703,40.19836173,-77.17191277
1711,Naperville Lowe's,"LOWE'S OF NAPERVILLE, IL",1440 South Route 59,Naperville,IL,60564,http://www.lowes.com/store/IL-Naperville/1711,(630) 445-6226,(630) 445-6254,(630) 445-6229,41.74263311,-88.20464148
1712,Waterloo Lowe's,"LOWE'S OF WATERLOO, IA",400 East Tower Park Dr,Waterloo,IA,50701,http://www.lowes.com/store/IA-Waterloo/1712,(319) 226-8270,(319) 226-8298,(319) 226-8273,42.45527813,-92.34960582
1713,Elizabeth City Lowe's,"LOWE'S OF ELIZABETH CITY, NC",1605 West Ehringhaus St,Elizabeth City,NC,27909,http://www.lowes.com/store/NC-Elizabeth-City/1713,(252) 331-6160,(252) 331-6188,(252) 331-6163,36.29094488,-76.24570798
1714,S. Clearwater Lowe's,"LOWE'S OF S. CLEARWATER, FL",2619 Gulf To Bay Blvd,Clearwater,FL,33759,http://www.lowes.com/store/FL-Clearwater/1714,(727) 725-7000,(727) 725-7028,(727) 725-7003,27.95905733,-82.72837964
1715,Camp Creek Lowe's,"LOWE'S OF CAMP CREEK, GA",3625 North Commerce Dr,East Point,GA,30344,http://www.lowes.com/store/GA-East-Point/1715,(404) 838-2000,(404) 838-2028,(404) 838-2003,33.65642694,-84.50520208
1716,S. Clinton Township Lowe's,"LOWE'S OF S. CLINTON TOWNSHIP, MI",35115 South Gratiot Ave,Clinton Township,MI,48035,http://www.lowes.com/store/MI-Clinton-Township/1716,(586) 738-3000,(586) 738-3028,(586) 738-3003,42.55557778,-82.90160534
1717,S. Reading Lowe's,"LOWE'S OF S. READING, PA",2625 Shillington Rd,Sinking Spring,PA,19608,http://www.lowes.com/store/PA-Sinking-Spring/1717,(610) 401-2200,(610) 401-2228,(610) 401-2203,40.31595042,-75.99688278
1718,N.W. Greenville Lowe's,"LOWE'S OF N.W. GREENVILLE, SC",1900 Poinsett Highway,Greenville,SC,29609,http://www.lowes.com/store/SC-Greenville/1718,(864) 248-1050,(864) 248-1078,(864) 248-1053,34.89367777,-82.40689763
1719,W. Henderson Lowe's,"LOWE'S OF W. HENDERSON, NV",9955 South Eastern Ave,Las Vegas,NV,89183,http://www.lowes.com/store/NV-Las-Vegas/1719,(702) 270-7400,(702) 270-7428,(702) 270-7403,36.00770438,-115.1173849
1720,Lake Park Lowe's,"LOWE'S OF LAKE PARK, FL",401 North Congress Ave,Lake Park,FL,33403,http://www.lowes.com/store/FL-Lake-Park/1720,(561) 207-9037,(561) 207-9065,(561) 207-9040,26.80485234,-80.08525747
1721,Southaven Lowe's,"LOWE'S OF SOUTHAVEN, MS",178 Goodman Rd West,Southaven,MS,38671,http://www.lowes.com/store/MS-Southaven/1721,(662) 536-3245,(662) 536-3273,(662) 536-3248,34.96516335,-89.9931551
1722,Kinston Lowe's,"LOWE'S OF KINSTON, NC",4489 Highway 70 West,Kinston,NC,28504,http://www.lowes.com/store/NC-Kinston/1722,(252) 520-5100,(252) 520-5128,(252) 520-5103,35.25936162,-77.64995469
1723,Gloucester Lowe's,"LOWE'S OF GLOUCESTER, VA",6659 George Washington Memorial Highway,Gloucester,VA,23061,http://www.lowes.com/store/VA-Gloucester/1723,(804) 695-3540,(804) 695-3568,(804) 695-3543,37.38347551,-76.53264306
1724,Lawton Lowe's,"LOWE'S OF LAWTON, OK",4402 N.W. Cache Rd,Lawton,OK,73505,http://www.lowes.com/store/OK-Lawton/1724,(580) 581-0300,(580) 581-0328,(580) 581-0303,34.62158474,-98.44721827
1725,N.E. Austin Lowe's,"LOWE'S OF N.E. AUSTIN, TX","13000 N I-35 SVC Rd SB, Building 12",Austin,TX,78753,http://www.lowes.com/store/TX-Austin/1725,(512) 634-0070,(512) 634-0098,(512) 634-0073,30.41538035,-97.67517947
1726,Inverness Lowe's,"LOWE'S OF INVERNESS, AL",5291 Highway 280 South,Birmingham,AL,35242,http://www.lowes.com/store/AL-Birmingham/1726,(205) 981-4100,(205) 981-4128,(205) 981-4103,33.42050755,-86.68028708
1727,Central Austin Lowe's,"LOWE'S OF CENTRAL AUSTIN, TX",8000 Shoal Creek Blvd,Austin,TX,78757,http://www.lowes.com/store/TX-Austin/1727,(512) 634-4330,(512) 634-4358,(512) 634-4333,30.36450866,-97.74077576
1728,Glendale Lowe's,"LOWE'S OF GLENDALE, AZ",5809 West Northern Ave,Glendale,AZ,85301,http://www.lowes.com/store/AZ-Glendale/1728,(623) 463-6120,(623) 463-6148,(623) 463-6123,33.55152969,-112.1843584
1729,East Caln Township Lowe's,"LOWE'S OF EAST CALN TOWNSHIP, PA",1250 Cornerstone Blvd,Downingtown,PA,19335,http://www.lowes.com/store/PA-Downingtown/1729,(610) 343-7000,(610) 343-7028,(610) 343-7003,40.01901668,-75.66570066
1730,S.E. Aurora Lowe's,"LOWE'S OF S.E. AURORA, CO",4455 South Buckley Rd,Aurora,CO,80015,http://www.lowes.com/store/CO-Aurora/1730,(303) 627-5140,(303) 627-5168,(303) 627-5143,39.63588754,-104.7932811
1731,Dyersburg Lowe's,"LOWE'S OF DYERSBURG, TN",1155 Highway 51 Bypass West,Dyersburg,TN,38024,http://www.lowes.com/store/TN-Dyersburg/1731,(731) 288-4660,(731) 288-4688,(731) 288-4668,36.05456383,-89.40075895
1732,Port Charlotte Lowe's,"LOWE'S OF PORT CHARLOTTE, FL",2000 Tamiami Trail,Port Charlotte,FL,33948,http://www.lowes.com/store/FL-Port-Charlotte/1732,(941) 421-1041,(941) 421-1069,(941) 421-1044,27.00608918,-82.12835337
1733,Griffin Lowe's,"LOWE'S OF GRIFFIN, GA",1520 Highway 16 West,Griffin,GA,30223,http://www.lowes.com/store/GA-Griffin/1733,(678) 692-7000,(678) 692-7028,(678) 692-7003,33.24546527,-84.29167021
1734,C. Ventura Lowe's,"LOWE'S OF C. VENTURA, CA",500 South Mills Rd,Ventura,CA,93003,http://www.lowes.com/store/CA-Ventura/1734,(805) 675-8800,(805) 675-8828,(805) 675-8803,34.26604991,-119.2447037
1735,Madison Lowe's,"LOWE'S OF MADISON, IN",511 Ivy Tech Dr,Madison,IN,47250,http://www.lowes.com/store/IN-Madison/1735,(812) 801-2000,(812) 801-2028,(812) 801-2003,38.78362349,-85.38032668
1736,Georgetown Lowe's,"LOWE'S OF GEORGETOWN, KY",109 Magnolia Dr,Georgetown,KY,40324,http://www.lowes.com/store/KY-Georgetown/1736,(502) 570-2060,(502) 570-2088,(502) 570-2063,38.22792367,-84.53268162
1737,Leeds Lowe's,"LOWE'S OF LEEDS, AL",8900 Weaver Ave,Leeds,AL,35094,http://www.lowes.com/store/AL-Leeds/1737,(205) 699-4520,(205) 699-4548,(205) 699-4523,33.56505015,-86.51812774
1738,ST. Charles Lowe's,"LOWE'S OF ST. CHARLES, IL",955 South Randall Rd,Saint Charles,IL,60174,http://www.lowes.com/store/IL-Saint-Charles/1738,(630) 338-4000,(630) 338-4028,(630) 338-4003,41.89845808,-88.34317916
1739,Lake In The Hills Lowe's,"LOWE'S OF LAKE IN THE HILLS, IL",300 North Randall Rd,Lake In The Hills,IL,60156,http://www.lowes.com/store/IL-Lake-In-The-Hills/1739,(847) 458-0419,(847) 458-7964,(847) 458-2667,42.18100749,-88.33846242
1740,Halfmoon Lowe's,"LOWE'S OF HALFMOON, NY",476 Route 146,Halfmoon,NY,12065,http://www.lowes.com/store/NY-Halfmoon/1740,(518) 348-2940,(518) 348-6398,(518) 348-2943,42.86224426,-73.76430327
1741,Roseburg Lowe's,"LOWE'S OF ROSEBURG, OR",3300 N.W. Aviation Dr,Roseburg,OR,97470,http://www.lowes.com/store/OR-Roseburg/1741,(541) 464-3720,(541) 464-3748,(541) 464-3723,43.25062669,-123.3583639
1742,Eastlake Lowe's,"LOWE'S OF EASTLAKE, CA",2225 Otay Lakes Rd,Chula Vista,CA,91915,http://www.lowes.com/store/CA-Chula-Vista/1742,(619) 739-9060,(619) 739-9088,(619) 739-9063,32.6489162,-116.9692391
1743,Corona Lowe's,"LOWE'S OF CORONA, CA",1285 Magnolia Ave,Corona,CA,92879,http://www.lowes.com/store/CA-Corona/1743,(951) 256-9004,(951) 256-9032,(951) 256-9007,33.86838172,-117.5417794
1744,Fultondale Lowe's,"LOWE'S OF FULTONDALE, AL",1335 Walker Chapel Rd,Fultondale,AL,35068,http://www.lowes.com/store/AL-Fultondale/1744,(205) 948-0556,(205) 948-0584,(205) 948-0559,33.61013987,-86.80356791
1745,Hutchinson Lowe's,"LOWE'S OF HUTCHINSON, KS",1930 East 17th Ave,Hutchinson,KS,67501,http://www.lowes.com/store/KS-Hutchinson/1745,(620) 513-2000,(620) 513-2028,(620) 513-2009,38.0735167,-97.89042398
1746,Farmington Lowe's,"LOWE'S OF FARMINGTON, MO",625 West Karsch Blvd,Farmington,MO,63640,http://www.lowes.com/store/MO-Farmington/1746,(573) 701-8200,(573) 701-8228,(573) 701-8203,37.79069769,-90.42965613
1747,Springfield Lowe's,"LOWE'S OF SPRINGFIELD, TN",3480 Tom Austin Highway,Springfield,TN,37172,http://www.lowes.com/store/TN-Springfield/1747,(615) 382-6220,(615) 382-6248,(615) 382-6223,36.48847349,-86.88357309
1748,Lincolnwood Lowe's,"LOWE'S OF LINCOLNWOOD, IL",3601 West Touhy Ave,Lincolnwood,IL,60712,http://www.lowes.com/store/IL-Lincolnwood/1748,(847) 972-4041,(847) 972-4069,(847) 972-4044,42.01062331,-87.71948084
1749,Ardmore Lowe's,"LOWE'S OF ARDMORE, OK",2701 12th Ave N.W.,Ardmore,OK,73401,http://www.lowes.com/store/OK-Ardmore/1749,(580) 490-3430,(580) 490-3458,(580) 490-3438,34.18889085,-97.16214409
1750,Scio Township Lowe's,"LOWE'S OF SCIO TOWNSHIP, MI",5900 Jackson Rd,Ann Arbor,MI,48103,http://www.lowes.com/store/MI-Ann-Arbor/1750,(734) 302-2400,(734) 302-2428,(734) 302-2403,42.29193337,-83.84469562
1751,Camden Lowe's,"LOWE'S OF CAMDEN, SC",11 Bay Ln,Camden,SC,29020,http://www.lowes.com/store/SC-Camden/1751,(803) 572-9000,(803) 572-9028,(803) 572-9003,34.24801775,-80.64196197
1752,Grove Lowe's,"LOWE'S OF GROVE, OK",2131 South Main St,Grove,OK,74344,http://www.lowes.com/store/OK-Grove/1752,(918) 801-4000,(918) 801-4028,(918) 332-4523,36.57412206,-94.76661426
1753,Huntington Beach Lowe's,"LOWE'S OF HUNTINGTON BEACH, CA",8175 Warner Ave,Huntington Beach,CA,92647,http://www.lowes.com/store/CA-Huntington-Beach/1753,(714) 907-9006,(714) 907-9034,(714) 907-9009,33.71672935,-117.9855911
1754,E. Tucson Lowe's,"LOWE'S OF E. TUCSON, AZ",7105 East Speedway Blvd,Tucson,AZ,85710,http://www.lowes.com/store/AZ-Tucson/1754,(520) 721-3510,(520) 721-3538,(520) 721-3513,32.23681819,-110.839784
1755,Parker Lowe's,"LOWE'S OF PARKER, CO",10000 South Twenty Mile Rd,Parker,CO,80134,http://www.lowes.com/store/CO-Parker/1755,(720) 842-4300,(720) 842-4328,(720) 842-4303,39.53462797,-104.7731847
1756,S. San Jose Lowe's,"LOWE'S OF S. SAN JOSE, CA",5550 Cottle Rd,San Jose,CA,95123,http://www.lowes.com/store/CA-San-Jose/1756,(408) 705-9900,(408) 705-9928,(408) 705-9903,37.25314132,-121.8017836
1757,Batesville Lowe's,"LOWE'S OF BATESVILLE, MS",1135 Highway 6 East,Batesville,MS,38606,http://www.lowes.com/store/MS-Batesville/1757,(662) 710-1000,(662) 710-1028,(662) 710-1003,34.31139295,-89.90960542
1758,Pembroke Lowe's,"LOWE'S OF PEMBROKE, MA",108 Old Church St,Pembroke,MA,02359,http://www.lowes.com/store/MA-Pembroke/1758,(781) 499-4016,(781) 499-4044,(781) 499-4019,42.10983672,-70.77209938
1759,Easton Lowe's,"LOWE'S OF EASTON, PA",4443 Birkland Pl,Easton,PA,18045,http://www.lowes.com/store/PA-Easton/1759,(610) 991-4000,(610) 991-4028,(610) 991-4003,40.65711414,-75.28799631
1760,South Boston Lowe's,"LOWE'S OF SOUTH BOSTON, VA",3603 Old Halifax Rd,South Boston,VA,24592,http://www.lowes.com/store/VA-South-Boston/1760,(434) 517-2500,(434) 517-2528,(434) 517-2508,36.73636946,-78.9134069
1761,Alamogordo Lowe's,"LOWE'S OF ALAMOGORDO, NM",4201 North Scenic Dr,Alamogordo,NM,88310,http://www.lowes.com/store/NM-Alamogordo/1761,(575) 442-4000,(575) 442-4028,(575) 442-4008,32.93536521,-105.9628907
1762,Marshall Lowe's,"LOWE'S OF MARSHALL, TX",910 East End Blvd North,Marshall,TX,75670,http://www.lowes.com/store/TX-Marshall/1762,(903) 923-3050,(903) 923-3078,(903) 923-3053,32.55348537,-94.34817739
1763,Kingsville Lowe's,"LOWE'S OF KINGSVILLE, TX",1420 East General Cavazos Blvd,Kingsville,TX,78363,http://www.lowes.com/store/TX-Kingsville/1763,(361) 246-1000,(361) 246-1028,(361) 246-1008,27.49320586,-97.85055252
1764,E. Roanoke Lowe's,"LOWE'S OF E. ROANOKE, VA",4520 Challenger Ave,Roanoke,VA,24012,http://www.lowes.com/store/VA-Roanoke/1764,(540) 265-6440,(540) 265-6468,(540) 265-6443,37.32397686,-79.87412757
1765,MT. Vernon Lowe's,"LOWE'S OF MT. VERNON, OH",1010 Coshocton Ave,Mount Vernon,OH,43050,http://www.lowes.com/store/OH-Mount-Vernon/1765,(740) 393-5350,(740) 393-5378,(740) 393-5353,40.39909388,-82.4514964
1766,Jacksonville Lowe's,"LOWE'S OF JACKSONVILLE, AR",2301 T.P. White Dr,Jacksonville,AR,72076,http://www.lowes.com/store/AR-Jacksonville/1766,(501) 241-1500,(501) 241-1528,(501) 241-1503,34.8873016,-92.10472447
1767,Shelbyville Lowe's,"LOWE'S OF SHELBYVILLE, TN",1734 North Main St,Shelbyville,TN,37160,http://www.lowes.com/store/TN-Shelbyville/1767,(931) 680-5045,(931) 680-5073,(931) 680-5048,35.50974601,-86.45398877
1768,Green Lowe's,"LOWE'S OF GREEN, OH",940 Interstate Pkwy,Akron,OH,44312,http://www.lowes.com/store/OH-Akron/1768,(330) 245-4300,(330) 245-4328,(330) 245-4303,40.97815241,-81.49078445
1769,Jasper Lowe's,"LOWE'S OF JASPER, TX",900 West Gibson,Jasper,TX,75951,http://www.lowes.com/store/TX-Jasper/1769,(409) 383-6320,(409) 383-6348,(409) 383-6323,30.90578448,-94.01886571
1770,Campbellsville Lowe's,"LOWE'S OF CAMPBELLSVILLE, KY",205 Jefra Ave,Campbellsville,KY,42718,http://www.lowes.com/store/KY-Campbellsville/1770,(270) 469-1500,(270) 469-1528,(270) 469-1503,37.34006203,-85.36335629
1771,W. Dallas Lowe's,"LOWE'S OF W. DALLAS, TX",1710 Chalk Hill Rd East,Dallas,TX,75212,http://www.lowes.com/store/TX-Dallas/1771,(214) 257-1406,(214) 257-1434,(214) 257-1409,32.76474139,-96.90082776
1772,Nacogdoches Lowe's,"LOWE'S OF NACOGDOCHES, TX",220 North Stallings Dr,Nacogdoches,TX,75965,http://www.lowes.com/store/TX-Nacogdoches/1772,(936) 560-7100,(936) 560-7128,(936) 560-7103,31.65315479,-94.65947279
1773,Bluffton Lowe's,"LOWE'S OF BLUFFTON, IN",2105 North Main St,Bluffton,IN,46714,http://www.lowes.com/store/IN-Bluffton/1773,(260) 565-4700,(260) 565-4728,(260) 565-4703,40.77232627,-85.16427598
1774,Mccomb Lowe's,"LOWE'S OF MCCOMB, MS",1802 Pikes Point Cir,Mccomb,MS,39648,http://www.lowes.com/store/MS-Mccomb/1774,(601) 250-4040,(601) 250-4068,(601) 250-4043,31.25843675,-90.47733713
1775,Searcy Lowe's,"LOWE'S OF SEARCY, AR",3701 East Race Ave,Searcy,AR,72143,http://www.lowes.com/store/AR-Searcy/1775,(501) 203-1000,(501) 203-1028,(501) 203-1003,35.24851704,-91.68447934
1776,York Lowe's,"LOWE'S OF YORK, SC",1010 East Liberty St,York,SC,29745,http://www.lowes.com/store/SC-York/1776,(803) 684-1548,(803) 684-1576,(803) 684-1551,34.98380567,-81.21033077
1777,Erwin Lowe's,"LOWE'S OF ERWIN, NC",524 East Jackson Blvd,Erwin,NC,28339,http://www.lowes.com/store/NC-Erwin/1777,(910) 897-1120,(910) 897-1148,(910) 897-1123,35.3249066,-78.6460374
1778,Portage Lowe's,"LOWE'S OF PORTAGE, IN",6221 U.S. Highway 6,Portage,IN,46368,http://www.lowes.com/store/IN-Portage/1778,(219) 364-4200,(219) 364-4228,(219) 364-4203,41.54816111,-87.17434543
1779,Sterling Heights Lowe's,"LOWE'S OF STERLING HEIGHTS, MI",2000 Metropolitan Pkwy,Sterling Height,MI,48310,http://www.lowes.com/store/MI-Sterling-Height/1779,(586) 446-4100,(586) 446-4128,(586) 446-4103,42.56174906,-83.08705402
1780,N.E. Dallas Lowe's,"LOWE'S OF N.E. DALLAS, TX",11333 E. Northwest Highway,Dallas,TX,75238,http://www.lowes.com/store/TX-Dallas/1780,(972) 246-1447,(972) 246-1475,(972) 246-1450,32.86548751,-96.68413466
1781,Clovis Lowe's,"LOWE'S OF CLOVIS, NM",3601 North Prince St,Clovis,NM,88101,http://www.lowes.com/store/NM-Clovis/1781,(575) 742-4000,(575) 742-4028,(575) 742-4003,34.43509793,-103.195107
1782,Crestview Lowe's,"LOWE'S OF CRESTVIEW, FL",298 Rasberry Rd,Crestview,FL,32536,http://www.lowes.com/store/FL-Crestview/1782,(850) 423-7400,(850) 423-7428,(850) 423-7409,30.72733847,-86.57422143
1783,Douglas Lowe's,"LOWE'S OF DOUGLAS, GA",1340 S.E. Bowens Mill Rd,Douglas,GA,31533,http://www.lowes.com/store/GA-Douglas/1783,(912) 260-3240,(912) 260-3268,(912) 260-3243,31.48529264,-82.8453323
1784,Glenmont Lowe's,"LOWE'S OF GLENMONT, NY",271 Route 9 West,Glenmont,NY,12077,http://www.lowes.com/store/NY-Glenmont/1784,(518) 436-6020,(518) 436-6048,(518) 436-6023,42.61128551,-73.79004541
1785,Nampa Lowe's,"LOWE'S OF NAMPA, ID",1400 Nampa-Caldwell Blvd,Nampa,ID,83651,http://www.lowes.com/store/ID-Nampa/1785,(208) 465-4060,(208) 465-4088,(208) 465-4063,43.60398752,-116.5970443
1786,FT. Payne Lowe's,"LOWE'S OF FT. PAYNE, AL",1600 Glenn Blvd S.W.,Fort Payne,AL,35968,http://www.lowes.com/store/AL-Fort-Payne/1786,(256) 844-6940,(256) 844-6968,(256) 844-6949,34.4359994,-85.75460522
1787,Vidalia Lowe's,"LOWE'S OF VIDALIA, GA",3209 East First St,Vidalia,GA,30474,http://www.lowes.com/store/GA-Vidalia/1787,(912) 277-2000,(912) 277-2028,(912) 277-2003,32.20328406,-82.35806094
1788,Forest City Lowe's,"LOWE'S OF FOREST CITY, NC",184 Lowe's Blvd,Forest City,NC,28043,http://www.lowes.com/store/NC-Forest-City/1788,(828) 351-1023,(828) 351-1051,(828) 351-1026,35.33884187,-81.89572864
1789,Paris Lowe's,"LOWE'S OF PARIS, TN",117 Memorial Dr,Paris,TN,38242,http://www.lowes.com/store/TN-Paris/1789,(731) 641-2040,(731) 641-2068,(731) 641-2043,36.28404262,-88.30477358
1790,Livingston Lowe's,"LOWE'S OF LIVINGSTON, TX",120 U.S. 59 Loop South,Livingston,TX,77351,http://www.lowes.com/store/TX-Livingston/1790,(936) 329-0300,(936) 329-0328,(936) 329-0303,30.7083533,-94.95152583
1791,S.W. Tucson Lowe's,"LOWE'S OF S.W. TUCSON, AZ",1800 West Valencia Rd,Tucson,AZ,85746,http://www.lowes.com/store/AZ-Tucson/1791,(520) 741-2400,(520) 741-2428,(520) 741-2403,32.13540916,-111.0043763
1792,Pompano Beach Lowe's,"LOWE'S OF POMPANO BEACH, FL",1851 North Federal Highway,Pompano Beach,FL,33062,http://www.lowes.com/store/FL-Pompano-Beach/1792,(954) 545-7381,(954) 545-7409,(954) 545-7384,26.25544814,-80.1016678
1793,E. Ellijay Lowe's,"LOWE'S OF E. ELLIJAY, GA",380 Highland Crossing,East Ellijay,GA,30540,http://www.lowes.com/store/GA-East-Ellijay/1793,(706) 515-1800,(706) 515-1828,(706) 515-1803,34.65990971,-84.48739204
1794,Valdosta Lowe's,"LOWE'S OF VALDOSTA, GA",1106 North St. Augustine Rd,Valdosta,GA,31601,http://www.lowes.com/store/GA-Valdosta/1794,(229) 671-4721,(229) 671-4749,(229) 671-4724,30.83977456,-83.32359625
1795,Glen Carbon Lowe's,"LOWE'S OF GLEN CARBON, IL",159 Whistle Stop Dr,Glen Carbon,IL,62034,http://www.lowes.com/store/IL-Glen-Carbon/1795,(618) 655-2140,(618) 655-2168,(618) 655-2143,38.77879603,-89.95180994
1796,Glasgow Lowe's,"LOWE'S OF GLASGOW, KY",208 Sl Rogers Wells Blvd,Glasgow,KY,42141,http://www.lowes.com/store/KY-Glasgow/1796,(270) 659-3700,(270) 659-3728,(270) 659-3703,36.99966192,-85.93040953
1797,Paintsville Lowe's,"LOWE'S OF PAINTSVILLE, KY",527 North Mayo Trail,Paintsville,KY,41240,http://www.lowes.com/store/KY-Paintsville/1797,(606) 788-1360,(606) 788-1388,(606) 788-1363,37.82580864,-82.82131815
1798,Wake Forest Lowe's,"LOWE'S OF WAKE FOREST, NC",11800 Galaxy Dr,Wake Forest,NC,27587,http://www.lowes.com/store/NC-Wake-Forest/1798,(919) 554-6420,(919) 554-6448,(919) 554-6423,35.9680683,-78.53901942
